rank,candidate_id,x_sink,x_junction,y_junction,trunk_to_branch_width_ratio,resolution,design_hash_64,transferred_design_hash,material_fraction,scenario_A_peak,scenario_B_peak,scenario_C_peak,worst_peak,average_peak,maximum_residual,wall_seconds
13997,tree_xs_0p600_xj_0p425_yj_0p450_r_0p75,0.6,0.425,0.45,0.75,64,aa6590a8059aeb5ae67cf36106f015a4b31507cf87a18d5b213349f3cea0e969,aa6590a8059aeb5ae67cf36106f015a4b31507cf87a18d5b213349f3cea0e969,0.25,0.1679658610915854,0.18573975027000889,0.19535177886613053,0.19535177886613053,0.18301913007590828,7.11545148887379e-13,0.0250310000119498
13998,tree_xs_0p350_xj_0p475_yj_0p175_r_1p50,0.35,0.475,0.175,1.5,64,6852fe02ac1548c4bbf518f3da7ea69e9f7ef4ed8a7ac1f741d34eb7e639f6a6,6852fe02ac1548c4bbf518f3da7ea69e9f7ef4ed8a7ac1f741d34eb7e639f6a6,0.25,0.1572839916905243,0.19067163514078453,0.19535198870235584,0.19535198870235584,0.18110253851122157,4.957351909249102e-13,0.015964400008670054
13999,tree_xs_0p650_xj_0p525_yj_0p175_r_1p50,0.65,0.525,0.175,1.5,64,dc2d470b9a248e0d169df677934fb34b821190ce09a78ce8a4908a9a6926dac3,dc2d470b9a248e0d169df677934fb34b821190ce09a78ce8a4908a9a6926dac3,0.25,0.15728399169052554,0.19535198870235596,0.19067163514078506,0.19535198870235596,0.18110253851122216,5.300591797654233e-13,0.025472900000750087
14000,tree_xs_0p425_xj_0p575_yj_0p250_r_1p25,0.425,0.575,0.25,1.25,64,6685c46a67316744703730b3766a3b49501f0556046bd162fc899a10dddb165f,6685c46a67316744703730b3766a3b49501f0556046bd162fc899a10dddb165f,0.25,0.15953909485370305,0.19535497259659884,0.1861625040050125,0.19535497259659884,0.18035219048510479,5.742710509733684e-13,0.019729799998458475
14001,tree_xs_0p625_xj_0p675_yj_0p475_r_1p50,0.625,0.675,0.475,1.5,64,eb836d565a7e979b09161269be998a3120e187889fd92210d2b96efd26016b9f,eb836d565a7e979b09161269be998a3120e187889fd92210d2b96efd26016b9f,0.25,0.15264619616336694,0.19535552716526958,0.1593559967611501,0.19535552716526958,0.16911924002992887,5.221153823011942e-13,0.023070900002494454
14002,tree_xs_0p400_xj_0p575_yj_0p325_r_1p00,0.4,0.575,0.325,1.0,64,385a1895886039996959b56e3effefa2e48199abbf8089211a4dd9dccf978199,385a1895886039996959b56e3effefa2e48199abbf8089211a4dd9dccf978199,0.25,0.16299593050792002,0.19535565641201327,0.18588176217222765,0.19535565641201327,0.18141111636405363,6.169201723300463e-13,0.01829859999998007
14003,tree_xs_0p600_xj_0p425_yj_0p325_r_1p00,0.6,0.425,0.325,1.0,64,f3c8ff2ecafaa977cc6c75497208de00312a13b146c2e62bcda72570f5832f87,f3c8ff2ecafaa977cc6c75497208de00312a13b146c2e62bcda72570f5832f87,0.25,0.16299593050792616,0.18588176217223334,0.19535565641201966,0.19535565641201966,0.1814111163640597,6.197939576429353e-13,0.02331769999000244
14004,tree_xs_0p550_xj_0p575_yj_0p175_r_1p00,0.55,0.575,0.175,1.0,64,21d3dcc1be3e2f3bf809644e65bbfe7e3c53670d8ba2b38b0011e211ef02677f,21d3dcc1be3e2f3bf809644e65bbfe7e3c53670d8ba2b38b0011e211ef02677f,0.25,0.15989029261249554,0.19535624623205528,0.18587397850007828,0.19535624623205528,0.18037350578154301,5.593610601059566e-13,0.021493200008990243
14005,tree_xs_0p450_xj_0p425_yj_0p175_r_1p00,0.45,0.425,0.175,1.0,64,d05944811a884933729ab9fd71ddd5a25e4d7f03598ed8f35ba8a4b6346c0de0,d05944811a884933729ab9fd71ddd5a25e4d7f03598ed8f35ba8a4b6346c0de0,0.25,0.1598902926125028,0.18587397850008733,0.19535624623206,0.19535624623206,0.18037350578155,5.385823151878377e-13,0.01969519999693148
14006,tree_xs_0p300_xj_0p600_yj_0p575_r_1p50,0.3,0.6,0.575,1.5,64,d2bcb6f3e65adceea75f0b9e2786a430eaedb86ad250977de9263c0b9a12d3ed,d2bcb6f3e65adceea75f0b9e2786a430eaedb86ad250977de9263c0b9a12d3ed,0.25,0.15479220633976312,0.19535849269760258,0.17895441098733184,0.19535849269760258,0.1763683700082325,5.525010419329223e-13,0.015474400002858602
14007,tree_xs_0p700_xj_0p400_yj_0p575_r_1p50,0.7,0.4,0.575,1.5,64,dc0a5dfc1903f9fb4f224c81f1e2cc9ed6b12a38623621754ab4971f3b6536b8,dc0a5dfc1903f9fb4f224c81f1e2cc9ed6b12a38623621754ab4971f3b6536b8,0.25,0.1547922063397657,0.17895441098733245,0.1953584926976068,0.1953584926976068,0.176368370008235,5.249674074000436e-13,0.026049599997350015
14008,tree_xs_0p425_xj_0p600_yj_0p350_r_1p50,0.425,0.6,0.35,1.5,64,d6c9145243898942a3113ade80a2a7e786a9de0e14973d1a52108b0a17cc47e7,d6c9145243898942a3113ade80a2a7e786a9de0e14973d1a52108b0a17cc47e7,0.25,0.1563363778918034,0.19535851647414143,0.17892820340325033,0.19535851647414143,0.17687436592306505,5.062205647757898e-13,0.019403400001465343
14009,tree_xs_0p575_xj_0p400_yj_0p350_r_1p50,0.575,0.4,0.35,1.5,64,40a5766c6250f9965d633862662c484b031c3b6871d384b4c02af4dbf458c0a3,40a5766c6250f9965d633862662c484b031c3b6871d384b4c02af4dbf458c0a3,0.25,0.15633637789180527,0.17892820340325263,0.19535851647414526,0.19535851647414526,0.1768743659230677,4.976068283717372e-13,0.023310200005653314
14010,tree_xs_0p625_xj_0p625_yj_0p300_r_2p00,0.625,0.625,0.3,2.0,64,387c1201e053cf7f764a2a8e2f169db4abe94435a692fd0b535d015f3ec3b9ae,387c1201e053cf7f764a2a8e2f169db4abe94435a692fd0b535d015f3ec3b9ae,0.25,0.15118440999918142,0.19535957779881097,0.17307109282498065,0.19535957779881097,0.17320502687432435,4.528277449895252e-13,0.021264399998472072
14011,tree_xs_0p375_xj_0p375_yj_0p300_r_2p00,0.375,0.375,0.3,2.0,64,ba8c364e045bfd9701ae400e073b8cdcd59aeb2043a6f0d4ace640188d97388a,ba8c364e045bfd9701ae400e073b8cdcd59aeb2043a6f0d4ace640188d97388a,0.25,0.15118440999918348,0.1730710928249824,0.19535957779881447,0.19535957779881447,0.1732050268743268,4.1624195668819824e-13,0.017651000001933426
14012,tree_xs_0p350_xj_0p450_yj_0p350_r_0p75,0.35,0.45,0.35,0.75,64,dce6b56c33cc5805fc1315037f2c50ff254d0623019e84b5623c9fa37f7f7c81,dce6b56c33cc5805fc1315037f2c50ff254d0623019e84b5623c9fa37f7f7c81,0.25,0.16728952190205848,0.18823893906627626,0.19536020875275042,0.19536020875275042,0.18362955657369506,7.122895633728982e-13,0.01677719999861438
14013,tree_xs_0p650_xj_0p550_yj_0p350_r_0p75,0.65,0.55,0.35,0.75,64,d51b323e8bf13152dda2485d291a2110feeb5174d9cd9e48775e77a1d110a137,d51b323e8bf13152dda2485d291a2110feeb5174d9cd9e48775e77a1d110a137,0.25,0.1672895219020623,0.195360208752755,0.1882389390662793,0.195360208752755,0.18362955657369887,7.067135690736498e-13,0.02628530000220053
14014,tree_xs_0p350_xj_0p500_yj_0p175_r_1p50,0.35,0.5,0.175,1.5,64,b7e9ac6f08ea6496755f6bfc704c2dd5b9680323f59361cfe161a872d9593dc4,b7e9ac6f08ea6496755f6bfc704c2dd5b9680323f59361cfe161a872d9593dc4,0.25,0.15960008201306486,0.19425286449398133,0.1953662579089822,0.1953662579089822,0.18307306813867616,5.019232644463015e-13,0.017182299998239614
14015,tree_xs_0p650_xj_0p525_yj_0p125_r_1p50,0.65,0.525,0.125,1.5,64,77db9650c5cba86804691d537ddd23737640d53b536791bfcd743dcbb72c29ec,77db9650c5cba86804691d537ddd23737640d53b536791bfcd743dcbb72c29ec,0.25,0.1599596195392856,0.19536740516477227,0.19245936039624834,0.19536740516477227,0.18259546170010207,4.707523951987221e-13,0.02464730000065174
14016,tree_xs_0p350_xj_0p475_yj_0p125_r_1p50,0.35,0.475,0.125,1.5,64,5a950192e22e027e5d93f0c9e99300f6c4376bde684e41980b59b940ed834b05,5a950192e22e027e5d93f0c9e99300f6c4376bde684e41980b59b940ed834b05,0.25,0.1599596195392898,0.1924593603962559,0.1953674051647759,0.1953674051647759,0.1825954617001072,4.804112978516148e-13,0.016934299987042323
14017,tree_xs_0p425_xj_0p375_yj_0p350_r_2p00,0.425,0.375,0.35,2.0,64,af95f0aa6aa273bea66c235dc1d8e99d25550b34489f793a9f4ecb5036897113,af95f0aa6aa273bea66c235dc1d8e99d25550b34489f793a9f4ecb5036897113,0.25,0.15000825599740306,0.17155457349722128,0.19536748246879107,0.19536748246879107,0.17231010398780514,4.220670746632133e-13,0.01891859999159351
14018,tree_xs_0p575_xj_0p400_yj_0p625_r_2p00,0.575,0.4,0.625,2.0,64,29f506d0982ced5ec81d9072792bf9b7168a60b8d031d095d0a4d2e3f0502c3e,29f506d0982ced5ec81d9072792bf9b7168a60b8d031d095d0a4d2e3f0502c3e,0.25,0.1433861551440696,0.16702380691708463,0.19536784838520055,0.19536784838520055,0.16859260348211827,4.489713424621026e-13,0.02260769999702461
14019,tree_xs_0p425_xj_0p600_yj_0p625_r_2p00,0.425,0.6,0.625,2.0,64,3e2e81d7ffd7a0f8d2fd5545baee75fc277940c933b333c4eb9ab5a079ad56d3,3e2e81d7ffd7a0f8d2fd5545baee75fc277940c933b333c4eb9ab5a079ad56d3,0.25,0.14338615514406922,0.19536784838520072,0.1670238069170843,0.19536784838520072,0.16859260348211805,4.646355144548361e-13,0.01971649999904912
14020,tree_xs_0p350_xj_0p325_yj_0p550_r_1p50,0.35,0.325,0.55,1.5,64,c3a3bd77b66914c8998cec151f696648af00299806cf4c7c95da5b9afaaa2fe9,c3a3bd77b66914c8998cec151f696648af00299806cf4c7c95da5b9afaaa2fe9,0.25,0.15174507108366433,0.15196536359026722,0.19536877549787016,0.19536877549787016,0.1663597367239339,5.112499953968462e-13,0.016807000007247552
14021,tree_xs_0p400_xj_0p325_yj_0p475_r_1p50,0.4,0.325,0.475,1.5,64,f82eb9807af20715cfb586f2fa02366a5dfdea3e1a85ef45b46c0ab31a41b6ca,f82eb9807af20715cfb586f2fa02366a5dfdea3e1a85ef45b46c0ab31a41b6ca,0.25,0.15264708098312643,0.15989271885564388,0.19536970949331722,0.19536970949331722,0.1693031697773625,5.256601124522343e-13,0.016950399993220344
14022,tree_xs_0p600_xj_0p675_yj_0p475_r_1p50,0.6,0.675,0.475,1.5,64,885a7e0047a7de8e45140995ce91f46d05232c22e384a99763eb804d855ab694,885a7e0047a7de8e45140995ce91f46d05232c22e384a99763eb804d855ab694,0.25,0.15264708098312732,0.19536970949331867,0.15989271885564316,0.19536970949331867,0.16930316977736304,5.424862748795087e-13,0.023385299995425157
14023,tree_xs_0p300_xj_0p350_yj_0p625_r_1p00,0.3,0.35,0.625,1.0,64,3bf5fe81af032a092c7fc961db882a79a6c457f66265dbafbbc8a2db556a6c0c,3bf5fe81af032a092c7fc961db882a79a6c457f66265dbafbbc8a2db556a6c0c,0.25,0.15721736757529434,0.15743832362725774,0.19537458463992363,0.19537458463992363,0.17001009194749192,5.804607074046162e-13,0.015235500002745539
14024,tree_xs_0p700_xj_0p650_yj_0p625_r_1p00,0.7,0.65,0.625,1.0,64,9351a96d81816f61e59a26e89bad491a568e71e68d61c3a2bfac3f4e2028a541,9351a96d81816f61e59a26e89bad491a568e71e68d61c3a2bfac3f4e2028a541,0.25,0.15721736757529847,0.1953745846399271,0.15743832362726123,0.1953745846399271,0.1700100919474956,6.340270362451687e-13,0.023370900002191775
14025,tree_xs_0p675_xj_0p625_yj_0p450_r_0p75,0.675,0.625,0.45,0.75,64,47a49ffba5edd0ba075ab20160b34a0dfeff531939fd10e90e927f857052000d,47a49ffba5edd0ba075ab20160b34a0dfeff531939fd10e90e927f857052000d,0.25,0.16574024715657065,0.1953753150945617,0.17410287541762987,0.1953753150945617,0.17840614588958745,7.176947070421241e-13,0.0237522999959765
14026,tree_xs_0p325_xj_0p375_yj_0p450_r_0p75,0.325,0.375,0.45,0.75,64,a491008f0ecc3a0ca2ccdbc03902d29732fd096f89a75c8838f8f97b57c27867,a491008f0ecc3a0ca2ccdbc03902d29732fd096f89a75c8838f8f97b57c27867,0.25,0.1657402471565803,0.17410287541763905,0.19537531509457132,0.19537531509457132,0.17840614588959688,6.814630697678337e-13,0.016510699992068112
14027,tree_xs_0p475_xj_0p625_yj_0p350_r_1p00,0.475,0.625,0.35,1.0,64,89a4d7c4c7143834d209084bbc72693e3329bf4db40a1ffec5cf6430054270d9,89a4d7c4c7143834d209084bbc72693e3329bf4db40a1ffec5cf6430054270d9,0.25,0.16149157290861293,0.19537711026859084,0.1785059515352805,0.19537711026859084,0.17845821157082808,6.12452232819448e-13,0.02229300000180956
14028,tree_xs_0p525_xj_0p375_yj_0p350_r_1p00,0.525,0.375,0.35,1.0,64,035372a4c4bfa866865196983e3ce2f364dc9580d2b304bd3fb1601922991814,035372a4c4bfa866865196983e3ce2f364dc9580d2b304bd3fb1601922991814,0.25,0.16149157290861782,0.17850595153528348,0.19537711026859558,0.19537711026859558,0.1784582115708323,6.060384883791397e-13,0.021834899991517887
14029,tree_xs_0p300_xj_0p550_yj_0p375_r_1p25,0.3,0.55,0.375,1.25,64,308404b0ea6006d8db5f5548af366c73e0ee9ad4237907f5c8d090cad4c506e2,308404b0ea6006d8db5f5548af366c73e0ee9ad4237907f5c8d090cad4c506e2,0.25,0.16173809460423252,0.19537714786656968,0.1890968254943566,0.19537714786656968,0.18207068932171958,6.071486083065967e-13,0.015242299996316433
14030,tree_xs_0p700_xj_0p450_yj_0p375_r_1p25,0.7,0.45,0.375,1.25,64,adde9a1454081e25f832648703911f38d900c8f1dccf3eef31be9696589db059,adde9a1454081e25f832648703911f38d900c8f1dccf3eef31be9696589db059,0.25,0.16173809460423846,0.18909682549436044,0.19537714786657562,0.19537714786657562,0.18207068932172485,5.7272339858444e-13,0.023214200002257712
14031,tree_xs_0p525_xj_0p400_yj_0p500_r_0p75,0.525,0.4,0.5,0.75,64,2482b0fea97ba3b7619dbc5a056ccd087cfed89cae5dd344b7c5e9d78348beab,2482b0fea97ba3b7619dbc5a056ccd087cfed89cae5dd344b7c5e9d78348beab,0.25,0.16623608851211277,0.1796623411394311,0.19537742499885033,0.19537742499885033,0.18042528488346474,7.345490084735279e-13,0.022981599991908297
14032,tree_xs_0p475_xj_0p600_yj_0p500_r_0p75,0.475,0.6,0.5,0.75,64,c9fefabeee012e64dada0b491c5a78efb57f5d44410eab2653dde81fe2fe2204,c9fefabeee012e64dada0b491c5a78efb57f5d44410eab2653dde81fe2fe2204,0.25,0.16623608851211616,0.1953774249988548,0.1796623411394334,0.1953774249988548,0.18042528488346812,7.186433672673035e-13,0.02219390000391286
14033,tree_xs_0p325_xj_0p600_yj_0p525_r_1p50,0.325,0.6,0.525,1.5,64,ba74df0a7207a931b1a471413a66072e8cd3c93baefc38d441f5b8bb871ccdb5,ba74df0a7207a931b1a471413a66072e8cd3c93baefc38d441f5b8bb871ccdb5,0.25,0.1578255414079484,0.19537767933476616,0.17867351868382003,0.19537767933476616,0.17729224647551156,5.71843793938419e-13,0.015935899995383807
14034,tree_xs_0p675_xj_0p400_yj_0p525_r_1p50,0.675,0.4,0.525,1.5,64,56f9ffef4509f34efa30fd25fdcffd8b98438324408493611b85a3ba8afbc2d6,56f9ffef4509f34efa30fd25fdcffd8b98438324408493611b85a3ba8afbc2d6,0.25,0.1578255414079484,0.17867351868381762,0.19537767933476807,0.19537767933476807,0.17729224647551134,5.607274527818045e-13,0.023046200003591366
14035,tree_xs_0p600_xj_0p625_yj_0p525_r_2p00,0.6,0.625,0.525,2.0,64,3ac3541f9df54347cc2405d777bfd405be984db994bf81120a3f5fee0343a357,3ac3541f9df54347cc2405d777bfd405be984db994bf81120a3f5fee0343a357,0.25,0.14559585308756928,0.19537780222377105,0.16128746885908135,0.19537780222377105,0.1674203747234739,4.472635818135626e-13,0.021968000000924803
14036,tree_xs_0p400_xj_0p375_yj_0p525_r_2p00,0.4,0.375,0.525,2.0,64,edaf9d2543b68aa3f08e41b50fab5ed3d3484964e81b6b3c661f1bd4d456b5cc,edaf9d2543b68aa3f08e41b50fab5ed3d3484964e81b6b3c661f1bd4d456b5cc,0.25,0.14559585308757045,0.16128746885908202,0.19537780222377243,0.19537780222377243,0.16742037472347496,4.4049830132512594e-13,0.017995100002735853
14037,tree_xs_0p300_xj_0p525_yj_0p350_r_1p00,0.3,0.525,0.35,1.0,64,deffda849f5959fb8a62d53d9e383b9633a30cb6ecbbfecfd0fb241027b59eca,deffda849f5959fb8a62d53d9e383b9633a30cb6ecbbfecfd0fb241027b59eca,0.25,0.1659624123697601,0.19538069781986647,0.1925231524858536,0.19538069781986647,0.1846220875584934,6.266596301082525e-13,0.014591300001484342
14038,tree_xs_0p700_xj_0p475_yj_0p350_r_1p00,0.7,0.475,0.35,1.0,64,5e698c2297b0f0e0c095147616016a91061a2b5e63cf59d1f0ddad19d26e6f95,5e698c2297b0f0e0c095147616016a91061a2b5e63cf59d1f0ddad19d26e6f95,0.25,0.16596241236976994,0.1925231524858635,0.19538069781987658,0.19538069781987658,0.18462208755850332,6.188266483149317e-13,0.025790300001972355
14039,tree_xs_0p675_xj_0p600_yj_0p300_r_2p00,0.675,0.6,0.3,2.0,64,76e1e72237d3b397c407fc4cee0819d64ffbdde32d3ce125e580df0ac65a1395,76e1e72237d3b397c407fc4cee0819d64ffbdde32d3ce125e580df0ac65a1395,0.25,0.15394325571134854,0.19538195797359498,0.17584076010210034,0.19538195797359498,0.1750553245956813,4.736447617971995e-13,0.02745399999548681
14040,tree_xs_0p325_xj_0p400_yj_0p300_r_2p00,0.325,0.4,0.3,2.0,64,b37246ca64d3331009bdbc622125b1d56b95bde11e30694055b505de5e9a5256,b37246ca64d3331009bdbc622125b1d56b95bde11e30694055b505de5e9a5256,0.25,0.1539432557113488,0.17584076010209973,0.1953819579735966,0.1953819579735966,0.1750553245956817,4.3437217558879047e-13,0.01583340000070166
14041,tree_xs_0p650_xj_0p400_yj_0p475_r_1p25,0.65,0.4,0.475,1.25,64,d77db2e52c9f557c33fc18791c1010687e907fc08e17fc9afde0ca7308080ed1,d77db2e52c9f557c33fc18791c1010687e907fc08e17fc9afde0ca7308080ed1,0.25,0.15921725953667737,0.178640724559707,0.1953827975739338,0.1953827975739338,0.1777469272234394,5.875905888811013e-13,0.022715099999913946
14042,tree_xs_0p350_xj_0p600_yj_0p475_r_1p25,0.35,0.6,0.475,1.25,64,35529123012c58e1eb04e9722eeb980e1bad7c259a27b22cc200b6ccb7ce026e,35529123012c58e1eb04e9722eeb980e1bad7c259a27b22cc200b6ccb7ce026e,0.25,0.1592172595366785,0.19538279757393417,0.17864072455971006,0.19538279757393417,0.1777469272234409,6.160950529005728e-13,0.01606349999201484
14043,tree_xs_0p550_xj_0p400_yj_0p475_r_2p00,0.55,0.4,0.475,2.0,64,d49f90a7ca7193dbbc4e3b23f4b3ecbfb7cdaf67a80f7edef3cbc9f49a7f8c20,d49f90a7ca7193dbbc4e3b23f4b3ecbfb7cdaf67a80f7edef3cbc9f49a7f8c20,0.25,0.14917604516145364,0.17271175924587456,0.19538321675150763,0.19538321675150763,0.17242367371961195,4.366429791387563e-13,0.025120199992670678
14044,tree_xs_0p625_xj_0p625_yj_0p400_r_2p00,0.625,0.625,0.4,2.0,64,bfd75b954f9f93a7f60b25c6061c9dddcc2717baadb87527fbc30c67fb634063,bfd75b954f9f93a7f60b25c6061c9dddcc2717baadb87527fbc30c67fb634063,0.25,0.1484721140233725,0.1953840648970349,0.1687544154284792,0.1953840648970349,0.17087019811629553,4.564598077425529e-13,0.023008399992249906
14045,tree_xs_0p550_xj_0p400_yj_0p600_r_2p00,0.55,0.4,0.6,2.0,64,48db272633c449d479d292d6f3fe35061b467abf772d15b84c643d1e2712e17f,48db272633c449d479d292d6f3fe35061b467abf772d15b84c643d1e2712e17f,0.25,0.1438537190368394,0.1648359529249015,0.1953847013883062,0.1953847013883062,0.16802479111668236,4.41665345186121e-13,0.02124179998645559
14046,tree_xs_0p325_xj_0p575_yj_0p450_r_1p50,0.325,0.575,0.45,1.5,64,27a7f3d3b618a90a4c69bf2ccf84541291713f5f0ff20c3c4191287e42772e90,27a7f3d3b618a90a4c69bf2ccf84541291713f5f0ff20c3c4191287e42772e90,0.25,0.1578334875736029,0.19538819830715287,0.18390954799260337,0.19538819830715287,0.17904374462445305,5.313242067052775e-13,0.01621849999355618
14047,tree_xs_0p675_xj_0p425_yj_0p450_r_1p50,0.675,0.425,0.45,1.5,64,2b1b4c81844bf5ee2a6048cd7f4659d56f663c084b5b650757b4fdec2f14897e,2b1b4c81844bf5ee2a6048cd7f4659d56f663c084b5b650757b4fdec2f14897e,0.25,0.15783348757361132,0.18390954799261217,0.19538819830716223,0.19538819830716223,0.1790437446244619,5.405242090768772e-13,0.023242700000992045
14048,tree_xs_0p350_xj_0p500_yj_0p100_r_1p25,0.35,0.5,0.1,1.25,64,dec6e3243fbcec499801484b76c00d174672f5c095063116796faf574024496d,dec6e3243fbcec499801484b76c00d174672f5c095063116796faf574024496d,0.25,0.15999164043636843,0.19488917304139183,0.19539045013884143,0.19539045013884143,0.1834237545388672,4.804623192854566e-13,0.01795989999664016
14049,tree_xs_0p650_xj_0p500_yj_0p100_r_1p25,0.65,0.5,0.1,1.25,64,3f7047c1478e82169047e8e0aa1a5fc4cd0a8a52d6fe859ae5845ea98f3e976d,3f7047c1478e82169047e8e0aa1a5fc4cd0a8a52d6fe859ae5845ea98f3e976d,0.25,0.15999164043636965,0.1953904501388442,0.19488917304139203,0.1953904501388442,0.1834237545388686,5.048469364479062e-13,0.023745500002405606
14050,tree_xs_0p525_xj_0p575_yj_0p100_r_1p50,0.525,0.575,0.1,1.5,64,82248c6b86bf7acb1a6b40e410db270c042e4d01af5e7cfa6f7476267a45814f,82248c6b86bf7acb1a6b40e410db270c042e4d01af5e7cfa6f7476267a45814f,0.25,0.15551331163916904,0.1953915696531084,0.18584936635538932,0.1953915696531084,0.17891808254922226,4.494462870399636e-13,0.022149600001284853
14051,tree_xs_0p475_xj_0p425_yj_0p100_r_1p50,0.475,0.425,0.1,1.5,64,82bf1b6dc7671f974caf8cb43f1c8329eaa42115f25384c8eb15756edc5c4888,82bf1b6dc7671f974caf8cb43f1c8329eaa42115f25384c8eb15756edc5c4888,0.25,0.15551331163917143,0.18584936635539223,0.19539156965310847,0.19539156965310847,0.17891808254922403,4.6223891855069e-13,0.021592499993857928
14052,tree_xs_0p700_xj_0p400_yj_0p625_r_1p50,0.7,0.4,0.625,1.5,64,e26961e672549991cb6589d08120c8831e78e6fa9691583dec8dce43f1a8c26a,e26961e672549991cb6589d08120c8831e78e6fa9691583dec8dce43f1a8c26a,0.25,0.1523741381377102,0.17762074079491358,0.19539223827537838,0.19539223827537838,0.17512903906933408,5.706444885852768e-13,0.023749100000713952
14053,tree_xs_0p300_xj_0p600_yj_0p625_r_1p50,0.3,0.6,0.625,1.5,64,496db0cc13ec3cd15c2ca0b1f6854b853e08888d6c153c81c7f58bf324f83aa8,496db0cc13ec3cd15c2ca0b1f6854b853e08888d6c153c81c7f58bf324f83aa8,0.25,0.15237413813770986,0.19539223827537847,0.17762074079491383,0.19539223827537847,0.17512903906933405,4.946775214950045e-13,0.015563699998892844
14054,tree_xs_0p575_xj_0p675_yj_0p600_r_1p00,0.575,0.675,0.6,1.0,64,bf119b1968eb287f3aba8cee10e2c751338143f2b810ac05ce6e4d158385d228,bf119b1968eb287f3aba8cee10e2c751338143f2b810ac05ce6e4d158385d228,0.25,0.1576211096373412,0.19539226318455766,0.1584902537772422,0.19539226318455766,0.17050120886638034,6.206873283210468e-13,0.022099500012700446
14055,tree_xs_0p675_xj_0p600_yj_0p550_r_2p00,0.675,0.6,0.55,2.0,64,fd2c00e377e55335633499ec93b5bd59a2da704cbd0aa868c6c443e161177ee2,fd2c00e377e55335633499ec93b5bd59a2da704cbd0aa868c6c443e161177ee2,0.25,0.14525464125765167,0.19539726565689675,0.1635446712692775,0.19539726565689675,0.1680655260612753,4.3669106541279944e-13,0.02754080000158865
14056,tree_xs_0p325_xj_0p400_yj_0p550_r_2p00,0.325,0.4,0.55,2.0,64,484a4f34622161012b6c3794069bb2f9709645d65301e8bd97ccdc56269d794f,484a4f34622161012b6c3794069bb2f9709645d65301e8bd97ccdc56269d794f,0.25,0.1452546412576525,0.16354467126927646,0.1953972656568974,0.1953972656568974,0.16806552606127545,4.2730355643832585e-13,0.015085299994098023
14057,tree_xs_0p700_xj_0p600_yj_0p275_r_1p25,0.7,0.6,0.275,1.25,64,53cad5dc8282ffb90703f655cab6fdcdd8c40bc7c26e9f14447e62fdbf2c75a9,53cad5dc8282ffb90703f655cab6fdcdd8c40bc7c26e9f14447e62fdbf2c75a9,0.25,0.15819908758352502,0.1953994415664944,0.18006320493912026,0.1953994415664944,0.17788724469637987,5.419543890568367e-13,0.023743099998682737
14058,tree_xs_0p300_xj_0p400_yj_0p275_r_1p25,0.3,0.4,0.275,1.25,64,530f0153f7738db2d892b0dd084c1fef737c0f7e897774af075488407177f27c,530f0153f7738db2d892b0dd084c1fef737c0f7e897774af075488407177f27c,0.25,0.15819908758352946,0.18006320493912478,0.1953994415665008,0.1953994415665008,0.17788724469638503,5.303504419193478e-13,0.01511620001110714
14059,tree_xs_0p525_xj_0p400_yj_0p625_r_0p75,0.525,0.4,0.625,0.75,64,7cd6186c26cd9910c004e1e657fa71054e270552429a695dd32dee2037b55091,7cd6186c26cd9910c004e1e657fa71054e270552429a695dd32dee2037b55091,0.25,0.164811151417245,0.17801689227737202,0.19540373710241046,0.19540373710241046,0.17941059359900915,7.065898346588937e-13,0.022525099993799813
14060,tree_xs_0p575_xj_0p425_yj_0p250_r_1p25,0.575,0.425,0.25,1.25,64,30a6d408913da15a1e8576098207033848ba044076f36712703aefb4f1af4c83,30a6d408913da15a1e8576098207033848ba044076f36712703aefb4f1af4c83,0.25,0.1604991291787622,0.18611226400690326,0.19540531298294003,0.19540531298294003,0.18067223538953517,5.501248643643183e-13,0.02334569999948144
14061,tree_xs_0p550_xj_0p650_yj_0p375_r_1p00,0.55,0.65,0.375,1.0,64,62b44db4e229aa0f94988cf04f5ae8de9c05e9d6f67b18aeaf261b5ce1881a1b,62b44db4e229aa0f94988cf04f5ae8de9c05e9d6f67b18aeaf261b5ce1881a1b,0.25,0.16089316037108028,0.19540532981454875,0.1727640017561746,0.19540532981454875,0.17635416398060122,6.210151536458544e-13,0.021909499992034398
14062,tree_xs_0p450_xj_0p350_yj_0p375_r_1p00,0.45,0.35,0.375,1.0,64,82166e0ed314d848b1ba9867685b99cd06e302731d4f3b7c06f5cf6ab3e5b19d,82166e0ed314d848b1ba9867685b99cd06e302731d4f3b7c06f5cf6ab3e5b19d,0.25,0.16090049953021468,0.17278036951268605,0.19540706554165235,0.19540706554165235,0.17636264486151768,6.08560178275307e-13,0.020648200006689876
14063,tree_xs_0p450_xj_0p650_yj_0p575_r_1p00,0.45,0.65,0.575,1.0,64,9460d92e7983ea3b4a2c87d66d83c3052fa69c7a325b28c765c6ed2ba7abd4a5,9460d92e7983ea3b4a2c87d66d83c3052fa69c7a325b28c765c6ed2ba7abd4a5,0.25,0.15878820037211294,0.19540936082665597,0.1676736949035558,0.19540936082665597,0.17395708536744156,6.34428444966604e-13,0.02040110000234563
