update,stage_id,learning_rate,task_exposures,mean_total_objective,mean_thermal_smooth,mean_exact_tmax,maximum_projection_absolute_error,maximum_material_fraction_error,gradient_norm_before_clipping,gradient_norm_after_clipping,all_gradients_finite,wall_seconds
845,3,0.0001,1,0.24219015099301994,0.2419604729694134,0.2570116563119916,1.4901161193847656e-08,1.4901161193847656e-08,0.06024914468302859,0.06024914468302859,True,1.3683538350160234
846,3,0.0001,1,0.22470946486561016,0.22449889061680453,0.23977397160526964,0.0,0.0,0.2371768559102034,0.2371768559102034,True,1.4501384909963235
847,3,0.0001,1,0.1730282874653823,0.17278333463023968,0.1859562445409234,2.9802322387695312e-08,2.9802322387695312e-08,0.3878343615761115,0.3878343615761115,True,1.6687458730011713
848,3,0.0001,1,0.1718150846939436,0.17156269659659779,0.18375210371208853,1.4901161193847656e-08,1.4901161193847656e-08,0.21716735933883935,0.21716735933883935,True,1.6985787239973433
849,3,0.0001,1,0.1766543582872411,0.1764486665808519,0.1901842309905465,0.0,0.0,0.19893823991373877,0.19893823991373877,True,1.8197993889916688
850,3,0.0001,1,0.1859696014356062,0.18576098858194504,0.2009898453600099,0.0,0.0,0.3255811426126315,0.3255811426126315,True,1.6748292030242737
851,3,0.0001,1,0.23660312748584095,0.23644801650452557,0.25166236356540395,0.0,0.0,0.26908755925964745,0.26908755925964745,True,1.1731592309952248
852,3,0.0001,1,0.17934275408011857,0.179126928075375,0.1944306137339279,1.4901161193847656e-08,1.4901161193847656e-08,0.21339010307418527,0.21339010307418527,True,1.760573147010291
853,3,0.0001,1,0.3266113294318444,0.32639543826432293,0.341826667614955,1.4901161193847656e-08,1.4901161193847656e-08,2.4385260590977036,0.9999995965376085,True,1.2062761310080532
854,3,0.0001,1,0.16869616841252782,0.16842406990479566,0.18144930579523136,2.9802322387695312e-08,2.9802322387695312e-08,0.19826370787934697,0.19826370787934697,True,1.644702135992702
855,3,0.0001,1,0.17658470926086292,0.17632627402271017,0.18879349631479928,0.0,0.0,0.4815320804072429,0.4815320804072429,True,1.6446344379801303
856,3,0.0001,1,0.17573356151577174,0.17550003152337013,0.1879133526734807,1.4901161193847656e-08,1.4901161193847656e-08,0.14396350830757942,0.14396350830757942,True,1.6777416609984357
857,3,0.0001,1,0.25284290227294015,0.252614292910323,0.26800809685718063,1.4901161193847656e-08,1.4901161193847656e-08,0.3028332181140163,0.3028332181140163,True,1.5670625880011357
858,3,0.0001,1,0.17168025838970152,0.1714733762723854,0.18461174511695363,2.9802322387695312e-08,2.9802322387695312e-08,0.1879992020328998,0.1879992020328998,True,1.6904322829796001
859,3,0.0001,1,0.2481001237920554,0.2479206565945478,0.2621450195165157,1.4901161193847656e-08,1.4901161193847656e-08,0.7597043246338075,0.7597043246338075,True,1.757468412979506
860,3,0.0001,1,0.3351925040288804,0.33498586706733086,0.3502985004047434,0.0,0.0,0.8357480293601864,0.8357480293601864,True,1.2749403789930511
861,3,0.0001,1,0.1770365126764736,0.17689521592001978,0.19219328830570875,0.0,0.0,0.5210109185660515,0.5210109185660515,True,1.8184885660011787
862,3,0.0001,1,0.2877877557222433,0.2875730915815271,0.30260153840206955,2.9802322387695312e-08,2.9802322387695312e-08,0.7907238593702131,0.7907238593702131,True,1.2592378779954743
863,3,0.0001,1,0.20988558399778728,0.20964118599248055,0.22390457251760887,2.9802322387695312e-08,2.9802322387695312e-08,0.41144150069615454,0.41144150069615454,True,1.5956328510073945
864,3,0.0001,1,0.1943587139003347,0.19412288401056038,0.2086201112586495,0.0,0.0,0.2437596778161986,0.2437596778161986,True,1.6110653799842112
865,3,0.0001,1,0.2400156591827519,0.23971910226293874,0.25494263717708593,0.0,0.0,3.0186947269878086,0.9999996135933232,True,1.6168626719736494
866,3,0.0001,1,0.18896460814277327,0.18874115661780033,0.20401130669468148,1.4901161193847656e-08,1.4901161193847656e-08,0.1579495487106716,0.1579495487106716,True,1.5960722500167321
867,3,0.0001,1,0.25301725271846387,0.2527867150897089,0.26767188884401855,1.4901161193847656e-08,1.4901161193847656e-08,3.1128066650272332,0.9999996897283351,True,1.50140680099139
868,3,0.0001,1,0.17516448456948977,0.17494083893081527,0.18971039188514413,0.0,0.0,0.18907093604111003,0.18907093604111003,True,1.6574945299944375
869,3,0.0001,1,0.32153060183726145,0.32120044490374516,0.3365190484185932,1.4901161193847656e-08,1.4901161193847656e-08,3.297618573267026,0.9999997372900098,True,1.5413853770005517
870,3,0.0001,1,0.2034415839850223,0.20314213066317796,0.2156261394764199,0.0,0.0,0.6703510306670234,0.6703510306670234,True,1.5974376570084132
871,3,0.0001,1,0.13910977979224243,0.13885144769992747,0.15209218421501697,0.0,0.0,0.1957783729841481,0.1957783729841481,True,1.635714714997448
872,3,0.0001,1,0.16924769860394479,0.16902391018979432,0.18282401508125995,0.0,0.0,0.20372841503657227,0.20372841503657227,True,1.7571792999806348
873,3,0.0001,1,0.19014940724114524,0.18991483306849943,0.20511884561360352,1.4901161193847656e-08,1.4901161193847656e-08,0.38716943244608293,0.38716943244608293,True,1.7542903199791908
874,3,0.0001,1,0.19560713300895932,0.1953560405713046,0.21040203974641922,0.0,0.0,0.1260476918614095,0.1260476918614095,True,1.6756803129974287
875,3,0.0001,1,0.19506994804721367,0.19472853029128206,0.2054425975540485,2.9802322387695312e-08,2.9802322387695312e-08,0.5230867378261961,0.5230867378261961,True,1.6144211569917388
876,3,0.0001,1,0.15281801029602599,0.15256709463457177,0.16627235537461865,0.0,0.0,0.6060425284233392,0.6060425284233392,True,1.719110711972462
877,3,0.0001,1,0.19861946615972098,0.1982944760883647,0.21155250335724363,2.9802322387695312e-08,2.9802322387695312e-08,0.7255796995599239,0.7255796995599239,True,1.6182960299775004
878,3,0.0001,1,0.20350384173435312,0.20321750259292465,0.21744101659562906,2.9802322387695312e-08,2.9802322387695312e-08,0.43870636475572883,0.43870636475572883,True,1.6074190840008669
879,3,0.0001,1,0.14424838628981396,0.14401175693038984,0.15541550705562013,2.9802322387695312e-08,2.9802322387695312e-08,0.29049530806477714,0.29049530806477714,True,1.6484868960105814
880,3,0.0001,1,0.17963713936369094,0.17925203280012283,0.19053447247388305,2.9802322387695312e-08,2.9802322387695312e-08,0.4415306640500177,0.4415306640500177,True,1.6320821779954713
881,3,0.0001,1,0.162350566064848,0.16210300038559586,0.17671764114167746,0.0,0.0,0.2013542519380256,0.2013542519380256,True,1.7818838680104818
882,3,0.0001,1,0.20785649172283596,0.20761034458570068,0.22243000910795696,0.0,0.0,0.3756050327888117,0.3756050327888117,True,1.7052829710009973
883,3,0.0001,1,0.2129830707810535,0.21274958041642744,0.22763636869191628,0.0,0.0,0.6237097843951259,0.6237097843951259,True,1.450890148000326
884,3,0.0001,1,0.1662643697013067,0.16603588533335495,0.18128785027282007,0.0,0.0,0.2638653125813992,0.2638653125813992,True,1.7619773049955256
885,3,0.0001,1,0.20712744856092272,0.20688049267071423,0.22071095659729845,1.4901161193847656e-08,1.4901161193847656e-08,0.28437063666376095,0.28437063666376095,True,1.5368440590100363
886,3,0.0001,1,0.15286025883760135,0.15261877894531767,0.1659653925915623,0.0,0.0,0.4437665782067211,0.4437665782067211,True,1.6132547330053058
887,3,0.0001,1,0.15166216415518938,0.15144304864460645,0.16606040266112776,0.0,0.0,0.10181170226621886,0.10181170226621886,True,1.7340650630067103
