candidate_id,category,seed,representation,fidelity,scenario_id,peak_temperature,protected_zone_peak,normalized_residual,wall_seconds,source_hash,integrated_power
robust_20260828,robust,20260828,binary,low_64,A,0.15679265963197606,0.14702164222317385,4.864790927087266e-13,0.008220200004871003,2a7498982a98bc364963bb9cfa47f760ec763e4d72c3246be34429114911768d,1.0
robust_20260828,robust,20260828,binary,low_64,B,0.15768124281908352,0.13191470796192367,4.576587738697364e-13,0.008123199993860908,93e1b6acfc80baa32dd0d2f336f5f448f61fd52ff1c4ddca26572745f41b8126,1.0
robust_20260828,robust,20260828,binary,low_64,C,0.1580965089943325,0.13233801792451716,4.652377776227031e-13,0.008164200000464916,90aa528e3b0d25b185da75e1e8a1e6076a713a1a50a42bc2c9a40d321a002108,1.0
robust_20260828,robust,20260828,binary,reference_128,A,0.15633073695853267,0.1456399126938265,1.8251938066729383e-12,0.03891679999651387,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
robust_20260828,robust,20260828,binary,reference_128,B,0.15644497675460295,0.13345132745532534,1.836712689911782e-12,0.03935490000003483,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
robust_20260828,robust,20260828,binary,reference_128,C,0.15700753691444524,0.13387791532225496,1.895504628403034e-12,0.038702700010617264,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
robust_20260828,robust,20260828,binary,reference_256,A,0.15615495681263328,0.1459285378030298,7.457370696019172e-12,0.20232640000176616,7c78f0971ecf036d6450fcb6af4d93c3944a0c01e6a0a71442f423c3d28f6f39,1.0
robust_20260828,robust,20260828,binary,reference_256,B,0.15596395806562802,0.13365470971042906,7.525272489260482e-12,0.20396579999942333,f261e16618c55f0b25eebf8bfb4b9c18d6cd2ab537ace816aa489d24a494b825,1.0
robust_20260828,robust,20260828,binary,reference_256,C,0.156506824943584,0.1340829778839088,7.538390297996635e-12,0.20519329998933244,6319647686ca9ac3aa927953f9fa82c84dc41ed500f0c150a9f133d3a226fbfa,1.0
robust_20260829,robust,20260829,binary,low_64,A,0.15835603108147783,0.14833655333102305,4.798855105543839e-13,0.008262600007583387,2a7498982a98bc364963bb9cfa47f760ec763e4d72c3246be34429114911768d,1.0
robust_20260829,robust,20260829,binary,low_64,B,0.15910612917627306,0.13311898999974975,4.66471918057593e-13,0.00819710000359919,93e1b6acfc80baa32dd0d2f336f5f448f61fd52ff1c4ddca26572745f41b8126,1.0
robust_20260829,robust,20260829,binary,low_64,C,0.15750667032451032,0.13225743830288006,4.475802646741074e-13,0.008124299987684935,90aa528e3b0d25b185da75e1e8a1e6076a713a1a50a42bc2c9a40d321a002108,1.0
robust_20260829,robust,20260829,binary,reference_128,A,0.15770709049328846,0.14678960817889355,1.8081506235102234e-12,0.03895610000472516,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
robust_20260829,robust,20260829,binary,reference_128,B,0.1578344964237092,0.13453330310908732,1.7975305444739816e-12,0.03944290000072215,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
robust_20260829,robust,20260829,binary,reference_128,C,0.15619596839068986,0.13388595849424656,1.784555576771834e-12,0.039305500002228655,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
robust_20260829,robust,20260829,binary,reference_256,A,0.1574716324313547,0.14702315614635872,7.343194487175408e-12,0.20222789999388624,7c78f0971ecf036d6450fcb6af4d93c3944a0c01e6a0a71442f423c3d28f6f39,1.0
robust_20260829,robust,20260829,binary,reference_256,B,0.15737556496888783,0.1347173684799433,7.587633429414703e-12,0.2025498000002699,f261e16618c55f0b25eebf8bfb4b9c18d6cd2ab537ace816aa489d24a494b825,1.0
robust_20260829,robust,20260829,binary,reference_256,C,0.15562258325449235,0.13410168420797158,7.309671493784678e-12,0.20046259999799076,6319647686ca9ac3aa927953f9fa82c84dc41ed500f0c150a9f133d3a226fbfa,1.0
robust_20260830,robust,20260830,binary,low_64,A,0.15691761119165,0.14709475454366913,4.561743702725433e-13,0.008391800001845695,2a7498982a98bc364963bb9cfa47f760ec763e4d72c3246be34429114911768d,1.0
robust_20260830,robust,20260830,binary,low_64,B,0.15779026078817088,0.1325312666744278,4.805288906454655e-13,0.00807320000603795,93e1b6acfc80baa32dd0d2f336f5f448f61fd52ff1c4ddca26572745f41b8126,1.0
robust_20260830,robust,20260830,binary,low_64,C,0.15847147369835857,0.13274792251934847,4.741437889328002e-13,0.008075100005953573,90aa528e3b0d25b185da75e1e8a1e6076a713a1a50a42bc2c9a40d321a002108,1.0
robust_20260830,robust,20260830,binary,reference_128,A,0.15636503600443405,0.14563743643712004,1.8912613559771846e-12,0.03873529999691527,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
robust_20260830,robust,20260830,binary,reference_128,B,0.15651550878082005,0.1340881824833405,1.8526779829949355e-12,0.039197499994770624,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
robust_20260830,robust,20260830,binary,reference_128,C,0.1571929997857364,0.13424641121120776,1.8318373724850774e-12,0.040185400008340366,29c68d61bf482209936e516c42a14936fc5275bcb6b40cb0562162a10114f0c8,1.0
robust_20260830,robust,20260830,binary,reference_256,A,0.15615921571593164,0.14589184161384983,7.407332109399596e-12,0.2017998999945121,7c78f0971ecf036d6450fcb6af4d93c3944a0c01e6a0a71442f423c3d28f6f39,1.0
robust_20260830,robust,20260830,binary,reference_256,B,0.15596201520729633,0.13429339572742116,7.487745646739402e-12,0.20236909999221098,f261e16618c55f0b25eebf8bfb4b9c18d6cd2ab537ace816aa489d24a494b825,1.0
robust_20260830,robust,20260830,binary,reference_256,C,0.15663546358885735,0.13444283455287584,7.647565073976365e-12,0.20139349999953993,6319647686ca9ac3aa927953f9fa82c84dc41ed500f0c150a9f133d3a226fbfa,1.0
uniform_relaxed,uniform,,continuous,reference_128,A,0.6694036609079493,0.6301419332754294,1.156620034339357e-12,0.039246800006367266,af53b90d5fc14784fb5c84b999ba237b24552a9cadbdcf0a0dd8c0a0ce9ef7e9,1.0
uniform_relaxed,uniform,,continuous,reference_128,B,0.7181674331815,0.6176781495220736,1.1239163647321338e-12,0.03961400000844151,bbeb7c4ffc720580645cfb2e4e9848a8cc65f61cfcc6814354ce969350b03639,1.0
